date,exit_date,coin,entry_price,exit_price,gross_ret,net_ret,btc_ret
2019-02-24,2019-03-01,ADA,0.0424560010433197,0.043278999626636505,0.019384740981070347,0.017384740981070346,0.012900455428158875
2019-03-21,2019-03-26,ADA,0.05290000140666962,0.062369998544454575,0.17901695436611043,0.17701695436611042,-0.010981013653376226
2019-04-03,2019-04-08,XRP,0.3422339856624603,0.3582339882850647,0.04675164739011306,0.04475164739011306,0.06369346951996557
2019-04-03,2019-04-08,ETH,161.45880126953125,180.25881958007812,0.11643848562434855,0.11443848562434855,0.06369346951996557
2019-04-04,2019-04-09,ADA,0.08737000077962875,0.08374900370836258,-0.041444397836270186,-0.04344439783627019,0.05731692027647184
2019-04-05,2019-04-10,DOGE,0.003590000094845891,0.003020999953150749,-0.15849585700904212,-0.16049585700904212,0.05715482016065154
2019-05-07,2019-05-12,LINK,0.5447239875793457,0.6579899787902832,0.20793281330288194,0.20593281330288193,0.19604937473296147
2019-05-16,2019-05-21,ADA,0.08816099911928177,0.0846169963479042,-0.040199212880771995,-0.042199212880772,0.009945384942830593
2019-05-16,2019-05-21,XRP,0.4197070002555847,0.39760300517082214,-0.05266530001001202,-0.05466530001001202,0.009945384942830593
2019-05-17,2019-05-22,LINK,0.8877310156822205,1.2200440168380737,0.3743397440050813,0.3723397440050813,0.045775555776886856
2019-05-24,2019-05-29,LINK,1.336959958076477,1.1827880144119263,-0.11531530374803622,-0.11731530374803623,0.08414729623550654
2019-05-30,2019-06-04,LINK,1.0247509479522705,0.8832499980926514,-0.13808325831986423,-0.14008325831986423,-0.07352649445836079
2019-06-14,2019-06-19,LINK,1.676558017730713,1.838441014289856,0.09655675189711488,0.09455675189711488,0.06667812414174246
2019-06-30,2019-07-05,LINK,3.4468889236450195,3.6221530437469482,0.050847046128945195,0.04884704612894519,0.01491193233549093
2019-08-25,2019-08-30,ADA,0.04943900182843208,0.0448249988257885,-0.09332718768585857,-0.09532718768585857,-0.053296129916059254
