date,exit_date,coin,entry_price,exit_price,gross_ret,net_ret,btc_ret
2019-02-24,2019-02-26,ADA,0.0424560010433197,0.04330400004982948,0.01997359585620262,0.017973595856202618,0.011529000363991404
2019-03-21,2019-03-23,ADA,0.05290000140666962,0.0637810006737709,0.20568996177246635,0.20368996177246634,0.0016130514781063088
2019-03-24,2019-03-26,ADA,0.06170399859547615,0.062369998544454575,0.010793464996403879,0.008793464996403879,-0.009220748705856874
2019-04-03,2019-04-05,XRP,0.3422339856624603,0.36180299520492554,0.057180205246377236,0.055180205246377234,0.012800904568193161
2019-04-03,2019-04-05,ETH,161.45880126953125,165.5148468017578,0.025121241458095467,0.023121241458095465,0.012800904568193161
2019-04-04,2019-04-06,ADA,0.08737000077962875,0.09028899669647217,0.0334095901430278,0.0314095901430278,0.027833466178768917
2019-04-05,2019-04-07,DOGE,0.003590000094845891,0.0034179999493062496,-0.0479109027842588,-0.049910902784258804,0.03220688691739304
2019-05-07,2019-05-09,LINK,0.5447239875793457,0.6398490071296692,0.17462976061150126,0.17262976061150126,0.059186423715779535
2019-05-16,2019-05-18,ADA,0.08816099911928177,0.0791039988398552,-0.10273250496143382,-0.10473250496143383,-0.07783237040395719
2019-05-16,2019-05-18,XRP,0.4197070002555847,0.37273600697517395,-0.11191377139720637,-0.11391377139720638,-0.07783237040395719
2019-05-17,2019-05-19,LINK,0.8877310156822205,0.994350016117096,0.12010282230923175,0.11810282230923175,0.11625899965545905
2019-05-24,2019-05-26,LINK,1.336959958076477,1.0870649814605713,-0.18691283542660242,-0.18891283542660242,0.0858660738689252
2019-05-30,2019-06-01,LINK,1.0247509479522705,0.9651319980621338,-0.05817896534691824,-0.060178965346918245,0.029394164199672668
2019-06-14,2019-06-16,LINK,1.676558017730713,1.6734319925308228,-0.0018645493724823714,-0.0038645493724823714,0.034582591265247764
2019-06-30,2019-07-02,LINK,3.4468889236450195,3.6454360485076904,0.05760183436741295,0.05560183436741295,-0.0014308326608296618
2019-08-25,2019-08-27,ADA,0.04943900182843208,0.04983900114893913,0.008090764491871516,0.006090764491871516,0.004634052415746659
2019-09-19,2019-09-21,XRP,0.3024410009384155,0.2894429862499237,-0.04297702576093032,-0.04497702576093032,-0.024029638510506546
2019-09-19,2019-09-21,XLM,0.081386998295784,0.07111900299787521,-0.12616259983679345,-0.12816259983679346,-0.024029638510506546
2019-09-19,2019-09-21,ADA,0.05250399932265282,0.05192200094461441,-0.011084838975062627,-0.013084838975062628,-0.024029638510506546
2019-09-24,2019-09-26,LINK,1.7358089685440063,1.6589759588241577,-0.04426351696079556,-0.04626351696079556,-0.05818627328812587
2019-10-10,2019-10-12,LINK,2.6354880332946777,2.6071228981018066,-0.010762763797265706,-0.012762763797265706,-0.029106007825489555
2019-10-26,2019-10-28,ADA,0.040546998381614685,0.0423629991710186,0.04478755177664029,0.04278755177664029,0.0012088495732267557
2019-10-26,2019-10-28,XRP,0.2936989963054657,0.2960070073604584,0.007858423365506573,0.005858423365506573,0.0012088495732267557
2019-10-26,2019-10-28,DOGE,0.002621999941766262,0.0026459998916834593,0.009153299180102215,0.0071532991801022145,0.0012088495732267557
2019-11-24,2019-11-26,XLM,0.056880999356508255,0.058552999049425125,0.029394696152179378,0.027394696152179376,0.024185032506972792
